Operating System,Graphics Processing Type,Processor Speed,Color,GPU,Release Year,Brand,Processor,SSD Capacity,Price,Screen Size,RAM Size,Resolution
Windows 11 Home,Dedicated Graphics,2.50 GHz,Grey,RTX A2000,2022,HP,Intel core i7 11th Gen 17-11850H,512 GB,"ILS 7,112.13",15.6 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Grey,NVIDIA T500,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,028.46",15.6 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.70 GHz,Black,NVIDIA GeForce RTX 3070,2022,MSI,Intel Core i7 12th Gen.,1 TB,"ILS 6,898.81",15.6 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,4.70 GHz,Gray,Intel Iris Xe Graphics,2022,NetFu,Intel Core i7-1165G7,2 TB,"ILS 4,258.76",15.6 in,64 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.00 GHz,Black,AMD Radeon Graphics,2022,Lenovo,AMD Ryzen 7 PRO 5000 Series,256 GB,"ILS 5,582.14",14 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,4.80 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i5 12th Gen.,256 GB,"ILS 5,560.05",14 in,16 GB,1920 x 1200
Windows 11 Home,Integrated/On-Board Graphics,2.30 GHz,Gray,Intel Arc A370M,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 5,410.32",16 in,32 GB,2560 x 1600
Windows 11 Home,Dedicated Graphics,4.70 GHz,Black,NVIDIA GeForce RTX 3070,2022,MSI,Intel Core i7 12th Gen.,512 GB,"ILS 5,438.68",17.3 in,16 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,1.70 GHz,Slate blue,Intel Iris Xe Graphics,2022,HP,Intel Core i7 12th Gen.,512 GB,"ILS 5,434.54",13.5 in,16 GB,1920 x 1280
Windows 11 Home,Dedicated Graphics,2.30 GHz,White,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 11th Gen.,512 GB,"ILS 5,451.21",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.30 GHz,Grey,NVIDIA GeForce RTX 3060,2022,Acer,Intel Core i7 12th Gen.,512 GB,"ILS 5,379.66",14 in,16 GB,1920 x 1200
Windows 10,Dedicated Graphics,60/144Hz,Silver,NVIDIA GE FORCE GTX1650 4G,2022,GPD,i7950H/i9-9880H,512GB/1TB/2TB,"ILS 4,326.90",6.1 in,16GB/32/64GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.8GHz,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 5,502.31",15.6 in,32 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 5,570.45",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.8 GHz,Silver/Carbon,NVIDIA RTX A2000,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 5,313.00",15.6 in,32 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,1.80 GHz,Black,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 5,553.38",14 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.20 GHz,Silver,NVIDIA GeForce GTX 1650,2018,Dell,Intel Core i7 9th Gen.,1TB,"ILS 5,451.21",15.6 in,32 GB,3840 x 2400
Windows 8/10,HD4000/Radeon 7650M,2.2 GHz-3.2 GHz,Black,AMD Radeon HD 6750M,2014,Sony,i7 3632QM,2TB,"ILS 5,434.54",17.3 in,16 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,4.60 GHz,Black,NVIDIA GeForce RTX 3060,2021,ASUS,Intel Core i7 11th Gen.,1 TB,"ILS 5,438.68",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.70 GHz,Silver,NVIDIA Quadro T2000,2020,HP,Intel Core i7 10th Gen.,1 TB,"ILS 5,392.70",15.6 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,Intel Core i7 12th Gen.,512 GB,"ILS 5,514.88",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,"3.2GHz, Up to 4.7 GHz",Grey,NVIDIA GeForce RTX 3060,2022,ASUS,AMD Ryzen 7,1 TB,"ILS 5,396.84",15.6 inch,16 GB,2560 x 1440
Windows 11 Home,Dedicated Graphics,3.40 GHz,Black,NVIDIA GeForce RTX 3060,2022,Alienware,Intel Core i7 12th Gen.,1 TB,"ILS 5,421.40",15.6 in,32 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,4.20 GHz,Silver Grey,NVIDIA T500,2021,HP,Intel Core i7 11th Gen.,1 TB,"ILS 5,438.51",15.6 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.80 GHz,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,AMD Ryzen 9,512 GB,"ILS 5,502.31",15.6 in,16 GB,2560 x 1440
Windows 10 Pro,Integrated/On-Board Graphics,4.80 GHz,Black,NVIDIA GeForce MX450,2022,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 5,438.51",15.6 in,32 GB,1920 x 1080
Windows 10,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3050,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 5,583.23",17 in,64 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Silver,NVIDIA Quadro T550,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 5,438.51",15.6 in,32 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,3.20 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,AMD Ryzen 7,1 TB,"ILS 5,592.77",16 in,16 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,3.50 GHz,Silver,NVIDIA GeForce RTX 3070 Ti,2022,Acer,Intel Core i7 12th Gen.,512 GB,"ILS 5,451.17",16 in,16 GB,2560 x 1600
Windows 11 Pro,Integrated/On-Board Graphics,2.70 GHz up to 4.70 GHz,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,AMD Ryzen™ 7 PRO 6850U Processor (2.70 GHz up to 4.70 GHz),2 TB,"ILS 5,025.33",16.0 in,32 GB,1920x1200
Windows 10 Home,Dedicated Graphics,3.00 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,AMD Ryzen 9 5000 Series,1 TB,"ILS 5,401.40",14 in,8 GB,2560 x 1440
Windows 11 Pro,Integrated/On-Board Graphics,4.8 GHz,Silver,Intel Iris Xe Graphics,2022,HP,Intel Core i7 12th Gen,1 TB,"ILS 5,438.51",14 in,32 GB,1920 x 1080
Windows 10 Home,Hybrid Graphics,1.30 GHz,Silver,NVIDIA GeForce GTX 1660 Ti Max-Q,2020,Microsoft,Intel Core i7 10th Gen.,1 TB,"ILS 5,451.21",15 in,32 GB,3240 x 2160
Windows 11 Home,Dedicated Graphics,2.6,Black,NVIDIA GeForce RTX 2060,2020,Dell,Intel Core i7 10th Gen.,1 TB,"ILS 5,791.91",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.10 GHz,Silver,Intel Iris Xe Graphics,2022,Samsung,Intel Core i7 12th Gen.,512 GB,"ILS 5,643.72",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.30 GHz,Silver,NVIDIA Quadro RTX A2000,2021,HP,Intel Core i7 11th Gen.,512 GB,"ILS 5,828.43",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.60 GHz,Black,NVIDIA Quadro T1000,2019,Lenovo,Intel Core i7 9th Gen.,512 GB,"ILS 5,852.90",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,3.30 GHz,"Gray, Black",AMD Radeon RX 6500M,2022,Lenovo,AMD Ryzen 5 PRO 6000 Series,256 GB,"ILS 5,754.36",16 in,16 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 5,686.29",16 in,48 GB,2560 x 1600
Windows 11 Home,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3050,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 5,890.71",17 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA® RTX™ A3000 6GB,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 5,788.50",16 in,32 GB,WQXGA (2560 x 1600)
Windows 10 Pro,Integrated/On-Board Graphics,3.00 GHz,Gray,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 i7-1185G7,512 GB,"ILS 5,788.50",14 in,16 GB,1920x1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 5,754.43",15.6 in,16 GB,1920 x 1080
Windows 10 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 5,618.15","14""",40 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,3.30 GHz,Gray,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,AMD Ryzen 9,1 TB,"ILS 5,817.94",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,3.00 GHz,Silver,Intel Iris Xe Graphics,2021,Microsoft,Intel Core i7 11th Gen.,512 GB,"ILS 5,791.91",13 in,16 GB,2880 x 1920
Windows 11 Pro,Dedicated Graphics,3.40 GHz,Silver,NVIDIA RTX A1000 4GB GDDR6,2022,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 5,791.87","15.6""",32 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2020,Dell,Intel Core i7 11th Gen.,256 GB,"ILS 5,647.96",17 in,16 GB,3840 x 2400
Windows 10 Pro,Integrated/On-Board Graphics,2.10 GHz,Titanium,Intel Iris Xe Graphics,2021,Lenovo,Intel Core i7 11th Gen.,512 GB,"ILS 5,621.32",13.5 in,16 GB,2256 x 1504
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 5,660.91",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.60 GHz,Black,NVIDIA Quadro T1000,2019,Lenovo,Intel Core i7 9th Gen.,512 GB,"ILS 5,852.90",15.6 in,16 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3060,2021,ASUS,Intel Core i7 11th Gen.,1 TB,"ILS 6,066.22",16 in,16 GB,2560 x 1600
"Windows 10 Pro 64, English",Integrated Intel UHD Graphics,1.80 GHz,Black,Integrated Intel UHD Graphics,2022,Lenovo,"Intel Core i7-10510U (4C / 8T, 1.8 / 4.9GHz, 8MB)",1 TB,"ILS 6,020.14",15.6,16GB Soldered DDR4-2666 + 8GB SO-DIMM DDR4-2666,3840x2160
Windows 11 Pro,Dedicated Graphics,2.60 GHz,Titan Gray,NVIDIA RTX A2000,2022,Dell,Intel Core i9 11th Gen,1 TB,"ILS 6,064.43",15.6 in,32 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,4.7GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 6,061.06","14""",32 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.8GHz,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 6,026.99",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.7 GHz,Silver,NVIDIA GeForce RTX 3050,2022,Dell,Intel Core i7 12th Gen.,512 GB,"ILS 5,996.33",15.6 in,16 GB,2160 x 1440
Windows 11 Pro,Integrated/On-Board Graphics,2.10 GHz,Black,NVIDIA Quadro T550,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 6,081.50",16 in,32 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,2.70 GHz,Black,AMD Radeon HD 680M,2022,Lenovo,AMD Ryzen 7 PRO 6000 Series,512 GB,"ILS 6,019.43",13.3 in,16 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,3.30 GHz,Black,NVIDIA T600,2022,Lenovo,AMD Ryzen 5 PRO 6000 Series,512 GB,"ILS 6,048.01",15.6 in,8 GB,1920 x 1080
"Windows 10 Pro 64, English",Integrated Intel Iris Xe Graphics,2.10 GHz,Titanium,Integrated Intel Iris Xe Graphics,2022,Lenovo,"Intel Core i7-1160G7 (4C / 8T, 2.1 / 4.4GHz, 12MB)",512 GB,"ILS 6,020.14",13.5,"16GB Soldered LPDDR4x-4266, POP Memory",2256x1504)
Windows 10 Home,Dedicated Graphics,5.10 GHz,Silver,NVIDIA GeForce RTX 2060,2020,Dell,Intel Core i7 10th Gen.,1 TB,"ILS 5,995.07",17 in,32 GB,3840 x 2400
Windows 10,Dedicated Graphics,4.50 GHz,White,NVIDIA GeForce RTX 3050 Ti,2021,Dell,Intel Core i7 11th Gen.,2 TB,"ILS 6,068.73",15.6 in,64 GB,3456 x 2160
Windows 10 Pro,Integrated/On-Board Graphics,2.70 GHz,Gray,AMD Radeon 680M,2022,Lenovo,AMD Ryzen 7 PRO 6000 Series,1 TB,"ILS 6,118.98",16 in,32 GB,1920 x 1200
Windows 10 Home,Integrated/On-Board Graphics,2.30 GHz,Black,AMD Radeon RX Vega 11,2019,Microsoft,AMD Ryzen 7 3rd Gen.,1 TB,"ILS 6,129.20",15 in,32 GB,2496 x 1664
Windows 11 Pro,Integrated/On-Board Graphics,1.80 GHz,Black,NVIDIA Quadro T550,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 6,126.54",16 in,16 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,1.90 GHz,Black,AMD Radeon RX 540 4GB GDDR5,2021,Dell,Intel Core i7 8th Gen.,256 GB,"ILS 6,132.57",14 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.70 GHz,Black,AMD Radeon HD 680M,2022,Lenovo,AMD Ryzen 7 PRO 6000 Series,512 GB,"ILS 6,130.60",13.3 in,16 GB,1920 x 1200
Windows 10 Pro,Integrated/On-Board Graphics,1.60 GHz,Black,Intel Iris Xe Graphics,2022,Dell,Intel Core i5 12th Gen.,512 GB,"ILS 5,962.26",14 in,16 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.8GHz,Storm Gray,Intel Iris Xe Graphics,2021,Lenovo,Intel Core i7 11th Gen.,512 GB,"ILS 5,945.22","14""",32 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,Intel Core i7 12th Gen.,4 TB,"ILS 4,360.97",15.6 in,64 GB,1920 x 1080
Ventura 13.01,Integrated/On-Board Graphics,2.60 GHz,Grey,Intel UHD Graphics,2021,Apple,M1 Pro 2021,512 GB,"ILS 6,672.89",14 in,16 GB,3024 x 1964
Windows 11 Home,Dedicated Graphics,4.60 GHz,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,Intel Core i7 11th Gen.,1 TB,"ILS 6,649.08",17.3 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.40 GHz,Blue,NVIDIA GeForce RTX 3080,2021,MSI,Intel Core i7 11th Gen.,"1 TB, 512 GB","ILS 6,779.94",17.3 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,5.10 GHz,Black,NVIDIA Quadro RTX 4000,2020,Lenovo,Intel Xeon,1 TB,"ILS 6,643.66",17.3 in,32 GB ECC,3840 x 2160
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA Quadro T1200,2022,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 6,693.60",15.6 in,32 GB,3840 x 2160
Windows 10 Pro,Dedicated Graphics,2.40 GHz,Gray,NVIDIA GeForce RTX 3060,2021,MSI,Intel Core i7 11th Gen.,1 TB,"ILS 6,762.90",16 in,32 GB,2560 x 1600
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel Iris Xe Graphics,2022,Dell,Intel Core i5 11th Gen.,512 GB,"ILS 6,541.92",14 in,16 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,4.70 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 6,693.77",14 in,16 GB,2880 x 1800
Windows 10 Pro,Hybrid Graphics,2.30 GHz,Silver,NVIDIA GeForce RTX 2060,2020,Dell,Intel Core i7 10th Gen.,1 TB,"ILS 6,689.63",17 in,16 GB,3840 x 2400
Windows 11 Pro,Integrated/On-Board Graphics,1.80 GHz,Black,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 11th Gen.,256 GB,"ILS 6,572.08",14 in,16 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 6,507.38",15.6 in,32 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.8GHz,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 6,592.55",15.6 in,64 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,3.00 GHz,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Microsoft,Intel Core i7 11th Gen.,1 TB,"ILS 6,744.61",14.4 in,32 GB,‎2400 x 1600
Windows 11 Home,Dedicated Graphics,4.70 GHz,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,AMD Ryzen 7,512 GB,"ILS 6,749.24",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.70 GHz up to 4.70 GHz,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,AMD Ryzen™ 7 PRO 6850U Processor (2.70 GHz up to 4.70 GHz),2 TB,"ILS 5,025.33",16.0 in,32 GB,1920x1200
Windows 11 Pro,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3070 Ti,2022,Maingear,AMD Ryzen 9,4 TB,"ILS 5,788.50",15.6 in,64 GB,2560 x 1440
Windows 11 Home,Dedicated Graphics,5.00 GHz,White,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i7 10th Gen.,1 TB,"ILS 6,898.81",17.3 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A1000,2022,Dell,Intel Core i7 12th Gen,1 TB,"ILS 6,810.60",15.6 in,32 GB,3840 x 2400
Windows 10,Integrated/On-Board Graphics,"2.3GHz base, up to 4.0 GHz",Nightfall Black,AMD Radeon™,2020,HP,AMD Ryzen 5 4500U,up to 1 TB,"ILS 6,810.60",15.6 in,up to 32 GB,1920 x 1080
Windows 10 Pro,Dedicated,2.30 GHz,Grey,NVIDIA T600,2022,HP,Intel Core i7 12th Gen.,512 GB,"ILS 6,902.78",15.6 in,16 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 6,810.60",15.6 in,64 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.80 GHz,Black,NVIDIA Quadro T2000,2020,Lenovo,Intel Xeon,512 GB,"ILS 7,083.13",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,1.80 GHz,Black,NVIDIA GeForce RTX 3060,2021,Razer,Intel Core i7 12th Gen.,1 TB,"ILS 6,986.62",15.6 in,16 GB,2560 x 1440
Windows 11 Home,Integrated/On-Board Graphics,4.70 GHz,Black,Intel Iris Xe Graphics,2022,LG,Intel Core i7 12th Gen.,1 TB,"ILS 7,112.13",17 in,32 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.02 GHz,Silver,Intel Iris Xe,2021,Dell,Intel Core i7 11th Gen.,256 GB,"ILS 6,980.95",13.3 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA® RTX™ A4000 with Max-Q 8GB,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 6,810.60",16 in,32 GB,WQUXGA (3840x2400)
Windows 11 Home,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,AMD Ryzen 9,1 TB,"ILS 6,810.60",13.4 in,16 GB,1920 x 1200
Windows 10,Dedicated Graphics,3.00 GHz,Gray,NVIDIA GeForce RTX 3080,2021,ASUS,AMD Ryzen 9,1 TB,"ILS 6,967.29",15.6 in,16 GB,2560 x 1440
Windows 10 Pro,Hybrid Graphics,2.70 GHz,Black,NVIDIA Quadro T2000,2020,Lenovo,Intel Core i7 10th Gen.,512 GB,"ILS 7,083.13",15.6 in,32 GB,3840 x 2160
Windows 10,Dedicated Graphics,4.00 GHz,Black,NVIDIA GeForce GTX 1650 Ti,2021,Lenovo,AMD Ryzen 5 4600H,256 GB,"ILS 6,810.60",15.6 in,up to 32 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,018.43",15.6 in,32 GB,1920 x 1080
Not Included,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD Graphics 520,2021,Dell,Intel Core i7 6th Gen.,256 GB,"ILS 6,814.01",14 in,8 GB,1920 x 1080
Windows 10 Pro,Hybrid Graphics,1.80 GHz,Black,NVIDIA GeForce MX330,2020,Lenovo,Intel Core i7 10th Gen.,1 TB,"ILS 6,837.55",15.6 in,16 GB,3840 x 2160
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 6,950.29",16 in,16 GB,1920 x 1200
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,001.39",16 in,16 GB,2560 x 1600
Windows 11 Home,Dedicated Graphics,4.50 GHz,White,NVIDIA GeForce RTX 2070 Super,2020,Alienware,Intel Core i7 10th Gen.,4 TB,"ILS 6,810.60",17.3 in,64 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,4.8GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 6,967.32","14""",32 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,1.80 GHz,Black,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,086.53",14 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,3.20 GHz,Black,NVIDIA T600,2022,Lenovo,AMD Ryzen 7 PRO 6000 Series,512 GB,"ILS 6,889.95",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.50 GHz,Grey,RTX A2000,2022,HP,Intel core i7 11th Gen 17-11850H,512 GB,"ILS 7,112.13",15.6 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Grey,NVIDIA T500,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,028.46",15.6 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.70 GHz,Black,NVIDIA GeForce RTX 3070,2022,MSI,Intel Core i7 12th Gen.,1 TB,"ILS 6,898.81",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Black,NVIDIA RTX A2000,2022,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 7,263.70",15.6 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Black,NVIDIA T1200,2021,Lenovo,Intel Core i7 11th Gen.,512 GB,"ILS 7,154.67",16 in,16 GB,2560 x 1600
Windows 10,NVIDIA® GeForce® MX450 Graphics with GDDR5 2 GB Gr,"2.8 GHz up to 4.7 GHz, 12 MB L3 Cache",Mistic White,NVIDIA® GeForce® MX450,2021,Samsung,Intel Core i7 11th Gen.,256 GB NVMe SSD,"ILS 7,154.67",15.6 in,8 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.40 GHz,White,NVIDIA GeForce RTX 3080,2021,Alienware,Intel Core i7 11th Gen.,1 TB,"ILS 7,151.30",15.6 in,32 GB,2560 x 1440
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,151.30",17 in,16 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA Quadro T550,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,256.92",16 in,32 GB,2560 x 1600
Windows 10 Pro,Dedicated Graphics,2.40 GHz,Black,NVIDIA GeForce RTX 3070,2021,Acer,Intel Core i7 11th Gen.,1 TB,"ILS 7,376.13",15.6 in,16 GB,2560 x 1440
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,308.02",16 in,32 GB,2560 x 1600
Windows 10,Intel® Iris® Xe Graphics,"1.8 GHz up to 4.0 GHz, 8 MB L3 Cache",Mistic Bronze,Intel® Iris® Xe Graphics,2021,Samsung,Intel Core i5 11th Gen.,256 GB NVMe SSD,"ILS 7,324.10",13.3 in,8 GB LPDDR4x Memory (On BD 8 GB),1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Gray,NVIDIA RTX A4000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,151.30",17.3 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,256.92",16 in,32 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.80 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 7,321.65","14""",32 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.8GHz,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,308.02",15.6 in,64 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,1.40 GHz,Black,Intel UHD Graphics,2020,Lenovo,Intel Core i5-L16G7,1 TB,"ILS 7,832.70",13.3 in,8 GB,2048 x 1536
Windows 10 Pro,Hybrid Graphics,2.40 GHz,Silver,NVIDIA Quadro T2000,2020,HP,Intel Core i9 10th Gen.,1 TB,"ILS 7,948.90",15.6 in,32 GB,3840 x 2160
